ten_san_pham,gia_ban,gia_ban_so,gia_goc,gia_goc_so,link,hinh_anh,danh_muc,thoi_gian_cao,thong_so
Điện thoại Xiaomi 12T Pro Chính hãng DGW (Camera 200MP),12.850.000 ₫,12850000,14.450.000₫,14450000,https://mobilecity.vn/dien-thoai/xiaomi-12t-pro.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2022/10/xiaomi-12t-pro-bac.png.webp,Xiaomi,2026-04-27 11:49:31,"Màn hình: AMOLED, 68 tỷ màu, 120Hz, Dolby Vision, HDR10+, 900 nits (tối đa) 6.67 inches, 1.5K (1220 x 2712 pixels), tỷ lệ 20:9 Corning Gorilla Glass 5 | Hệ điều hành: Android 12, MIUI 13 | Camera sau: 200 MP, f/1.7 (góc rộng), PDAF, OIS 8 MP, f/2.2, 120˚ (góc siêu rộng) 2 MP, f/2.4 (macro) Quay phim: 8K@24fps, 4K@30/60fps, 1080p@30/60/120/240fps, HDR10+ | Camera trước: 20 MP, f/2.2, (góc rộng) Quay phim: 1080p@30/60fps, HDR | Bộ nhớ trong: 128-256GB, UFS 3.1 | Thẻ SIM: 2 SIM, 2 Nano SIM | Dung lượng pin: Li-Po 5000 mAh Sạc nhanh 120W, 100% trong 19 phút (quảng cáo) | Thiết kế: Thanh + Cảm ứng Kháng nước, bụi IP53 Cảm biến vân tay trong màn hình"
Điện thoại Xiaomi 17T,12.950.000 ₫,12950000,,0,https://mobilecity.vn/dien-thoai/xiaomi-17t-dimensity8500.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2026/04/xiaomi-17t-dimensity8500-5.jpg,Xiaomi,2026-04-27 11:49:31,"Màn hình: AMOLED, 68 tỷ màu, 120Hz, 3840Hz PWM, Dolby Vision, HDR10+, 3200 nits (peak) 6.83 inches, 1.5K (1220 x 2712 pixels) Tỷ lệ 20:9, mật độ điểm ảnh ~435 ppi Corning Gorilla Glass 7i | Hệ điều hành: Android 16, HyperOS 3 | Camera sau: 50 MP, f/1.7, 23mm (góc rộng), 1/1.56"", 1.0µm, PDAF, OIS 50 MP, f/1.9, 46mm (telephoto), 1/2.76"", 0.64µm, PDAF, zoom quang 2x 12 MP, f/2.2, 15mm, 120˚ (góc siêu rộng) Quay phim: 4K@30/60fps, 1080p@30/60/120/240fps, gyro-EIS, 10-bit Rec. 2020, HDR10+ | Camera trước: 32 MP, f/2.2, 21mm (góc rộng) 1/3.44"", 0.64µm Quay phim: 4K@30fps, 1080p@30/60fps, HDR10+ | Bộ nhớ trong: 256-512GB,UFS 4.1 | Thẻ SIM: 1 SIM Nano + 1 eSIM Hoặc 2 SIM Nano | Dung lượng pin: 7500 mAh Sạc nhanh 100W, PD3.0 | Thiết kế: Khung nhựa phẳng Mặt lưng sợi thủy tinh phẳng Kháng nước, bụi IP68 Cảm biến vân tay quang học dưới màn hình"
Điện thoại Xiaomi 14 CIVI 5G (Snapdragon 8s Gen 3),13.550.000 ₫,13550000,,0,https://mobilecity.vn/dien-thoai/xiaomi-14-civi-5g-man-amoled-68-ty-mau.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2024/06/xiaomi-14-civi-5g-xanh-la.jpg.webp,Xiaomi,2026-04-27 11:49:31,"Màn hình: LTPO AMOLED, 68 tỷ màu, 120Hz, Dolby Vision, HDR10+, 3000 nits (tối đa) 6.55 inches, 1.5K (1236 x 2750 pixels) Tỷ lệ 20:9, mật độ điểm ảnh ~460 ppi | Hệ điều hành: Android 14, HyperOS | Camera sau: 50 MP, f/1.6, 25mm (góc rộng), PDAF, OIS 50 MP, f/2.0, 50mm (telephoto), PDAF, zoom quang 2x 12 MP, f/2.2, 15mm, 120˚ (góc siêu rộng) Quay phim: 4K@24/30/60fps, 1080p@30/60/120/240/960fps, 720p@1920fps, gyro-EIS | Camera trước: 32 MP, f/2.0, 26mm (wide), AF 32 MP, f/2.4, 100˚ (ultrawide) Quay phim: 4K@30fps, 1080p@30/60fps; gyro-EIS | Bộ nhớ trong: 256-512GB, UFS 4.0 | Thẻ SIM: 2 SIM, Nano SIM | Dung lượng pin: Li-Po 4700 mAh Sạc nhanh 67W, PD3.0 Sạc 100% trong 40 ph (QC) | Thiết kế: Khung nhôm phẳng Mặt lưng kính/da tổng hợp Kính trước Gorilla Glass Victus 2"
Điện thoại Xiaomi 14 Chính hãng (5G - Camera Leica nghệ thuật),14.750.000 ₫,14750000,19.990.000₫,19990000,https://mobilecity.vn/dien-thoai/xiaomi-14-chinh-hang.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2024/03/xiaomi-14-chinh-hang-xanh.jpg.webp,Xiaomi,2026-04-27 11:49:31,"Màn hình: LTPO AMOLED, 68 tỷ màu, 120Hz, Dolby Vision, HDR10+, HBM 1000 nit (thông thường), 3000 nit ( tối đa) 6.36 inches, 1.5K (1200 x 2670 pixels) Tỷ lệ 20:9, mật độ điểm ảnh ~460 ppi Corning Gorilla Glass Victus | Hệ điều hành: Android 14, Xiaomi HyperOS | Camera sau: 50 MP (Leica Light Fusion 900), f/1.6, 23mm (góc rộng), PDAF, Laser AF, OIS 50 MP, f/2.0, 75mm (tele), PDAF (10cm - ∞), OIS, 3.2x optical zoom 50 MP, f/2.2, 14mm, 115˚ (góc siêu rộng) Quay phim: 8K@24fps (HDR), 4K@24/30/60fps (HDR10+, 10-bit Dolby Vision HDR, 10-bit LOG), 1080p@30/60/120/240/960fps, 720p@1920fps, gyro-EIS | Camera trước: 32 MP, f/2.0, 22mm (góc rộng), 0.7µm HDR, panorama, Chế độ ban đêm Quay phim: 4K@30/60fps, 1080p@30/60fps, gyro-EIS | Bộ nhớ trong: 256-512GB, UFS 4.0 | Thẻ SIM: Hai SIM (nano SIM + nano SIM hoặc nano SIM + eSIM) | Dung lượng pin: 4610 mAh Sạc nhanh 90W (Xiaomi Surge); 100% trong 31ph (Chế độ Tăng cường) Sạc không dây 50W; 100% trong 46ph Hỗ trợ Sạc ngược không dây | Thiết kế: Vuông vức; khung nhôm Mặt lưng kính; Kính trước Corning Gorilla Glass Victus Kháng nước, bụi IP68 Cảm biến vân tay dưới màn hình Mở khóa bằng khuôn mặt AI"
Điện thoại Xiaomi 12S Ultra,14.950.000 ₫,14950000,16.450.000₫,16450000,https://mobilecity.vn/dien-thoai/xiaomi-12s-ultra.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2022/07/xiaomi-12s-ultra-black.jpg.webp,Xiaomi,2026-04-27 11:49:31,"Màn hình: LTPO2 AMOLED, 1 tỷ màu, 120Hz, Dolby Vision, HDR10+, 1500 nits (tối đa) 6.73 inches, Quad HD+ (1440 x 3200 pixels) Corning Gorilla Glass Victus | Hệ điều hành: Android 12, MIUI 13 | Camera sau: 50.3 MP, f/1.9, 23mm (góc rộng), kích thước 1"", Dual Pixel PDAF, Laser AF, OIS 48 MP, f/2.2, 13mm, 128˚ (góc siêu rộng), Dual-Pixel PDAF 48 MP, f/4.1, 120mm (kính tiềm vọng tele), PDAF, OIS, 5x optical zoom TOF 3D (độ sâu) Quay phim: 8K@24fps, 4K@30/60fps, 1080p@30/60/120/240fps, 720p@3840fps, gyro-EIS, Dolby Vision HDR 10-bit rec. (4K, 1080p) | Camera trước: 32 MP, f/2.5 (góc rộng) Quay phim: 1080p@30/60fps, 720p@120fps, HDR10+ | Bộ nhớ trong: 256-512GB UFS 3.1 | Thẻ SIM: Nano SIM, 2 SIM | Dung lượng pin: Li-Po 4860 mAh Sạc nhanh 67W, 100% trong 41ph (Quảng cáo) Sạc không dây 50W, 100% trong 52 ph Sạc ngược không dây 10W | Thiết kế: Khung kim loại, mặt lưng da Màn hình cong tràn viền Kính trước Gorilla Victus Chống nước, bụi IP68"
Điện thoại Xiaomi 16 (Snapdragon 8 Elite 2 - Pin 7000mAh),15.250.000 ₫,15250000,,0,https://mobilecity.vn/dien-thoai/xiaomi-16-5g.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2025/08/xiaomi-16-anh-ro-ri.jpg,Xiaomi,2026-04-27 11:49:31,"Màn hình: OLED, 1 tỷ màu, 120Hz 6.39 inches, 1.5K (1200 x 2670 pixels) | Hệ điều hành: Android 16, HyperOS 3.0 | Camera sau: 50 MP (góc rộng), dual pixel PDAF, OIS 50 MP (tele), PDAF (10cm - ∞), OIS, zoom quang 3x 50 MP (góc siêu rộng) Quay phim: 8K, 4K, 1080p, 720p@1920fps, gyro-EIS | Camera trước: 32 MP (góc rộng), HDR, panorama Quay phim: 4K, 1080p, gyro-EIS | Bộ nhớ trong: 256GB-1TB, UFS 4.1 | Thẻ SIM:  | Dung lượng pin: Si/C 7000 mAh Sạc nhanh 100W | Thiết kế: "
Điện thoại Xiaomi Redmi A1+ (Cảm biến vân tay - Pin 5000mAh),2.750.000 ₫,2750000,2.999.000₫,2999000,https://mobilecity.vn/dien-thoai/xiaomi-redmi-a1-plus-van-tay.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2023/01/xiaomi-redmi-a1-plus-xanh-la.jpg.webp,Redmi,2026-04-27 11:50:53,"Màn hình: IPS LCD, 400 nits (typ), tỷ lệ 20:9 6.52 inches, HD+ (720 x 1600 pixels) | Hệ điều hành: Android 12 (Go edition), MIUI 12 | Camera sau: 8 MP, f/2.0, (wide) 0.08 MP (depth) Quay phim: 1080p@30fps | Camera trước: 5 MP, f/2.2 Quay phim: 1080p@30fps | Bộ nhớ trong: 32GB, eMMC 5.1 | Thẻ SIM: 2 SIM, Nano SIM | Dung lượng pin: Li-Po 5000 mAh Sạc 10W | Thiết kế: Thanh + Cảm ứng"
Điện thoại Xiaomi Redmi Note 13 5G China (Dimensity 6080),3.550.000 ₫,3550000,4.950.000₫,4950000,https://mobilecity.vn/dien-thoai/xiaomi-redmi-note-13-gia-re.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2023/09/xiaomi-redmi-note-13-5g-trang.jpg.webp,Redmi,2026-04-27 11:50:53,"Màn hình: AMOLED, 1 tỷ màu, 120Hz, 1000 nits (tối đa) 6.67 inches, Full HD+ (1080 x 2400 pixels) Tỷ lệ 20:9; Mật độ điểm ảnh ~395 ppi Corning Gorilla Glass 5 | Hệ điều hành: Android 13, MIUI 14 | Camera sau: 108 MP, f/1.7 (góc rộng), PDAF 2 MP, f/2.4 (độ sâu) Quay phim: 1080p@30fps | Camera trước: 16 MP (góc rộng), HDR Quay phim: 1080p@30fps | Bộ nhớ trong: 128-256GB, UFS 2.2 | Thẻ SIM: 2 SIM, Nano SIM | Dung lượng pin: Li-Po 5000 mAh Sạc nhanh 33W | Thiết kế: Khung nhựa vuông vức Mặt lưng nhựa Kính trước Corning Gorilla Glass 5 Kháng nước, bụi IP54"
Điện thoại Xiaomi Redmi Note 13 Pro 5G (Snapdragon 7s Gen 2),3.950.000 ₫,3950000,5.950.000₫,5950000,https://mobilecity.vn/dien-thoai/xiaomi-redmi-note-13-pro-cau-hinh-manh.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2023/09/xiaomi-redmi-note-13-pro-5g-trang.jpg.webp,Redmi,2026-04-27 11:50:53,"Màn hình: AMOLED, 68 tỷ màu, 120Hz, Dolby Vision, 500 nits (typ), 1200 nits (HBM), 1800 nits (peak) 6.67 inches, 1.5K (1220 x 2712 pixels) Tỷ lệ 20:9; Mật độ điểm ảnh ~446 ppi Corning Gorilla Glass Victus Always-on Display | Hệ điều hành: Android 13, MIUI 14 Được lên Android 14, HyperOS (Hỗ trợ nâng cấp tối đa 3 bản Android chính) | Camera sau: 200 MP, f/1.7, 23mm (góc rộng), PDAF đa hướng, OIS 8 MP, f/2.2, 118˚ (góc siêu rộng) 2 MP, f/2.4 (macro) Quay phim: 4K@30fps, 1080p@30/60/120fps, gyro-EIS | Camera trước: 16 MP f/2.4 (góc rộng), HDR, panorama Quay phim: 1080p@30/60fps | Bộ nhớ trong: 128-512GB, UFS 2.2 | Thẻ SIM: 2 SIM, Nano SIM | Dung lượng pin: Li-Po 5100 mAh Sạc nhanh 67W Sạc 100% trong 44 ph (QC) | Thiết kế: Khung nhựa vuông vức Mặt lưng kính Kính trước Corning Gorilla Glass Victus Cảm biến vân tay dưới màn hình Kháng nước, bụi IP54"
Điện thoại Xiaomi REDMI Note 14 Pro Chính hãng,5.050.000 ₫,5050000,,0,https://mobilecity.vn/dien-thoai/xiaomi-redmi-note-14-pro-4g-gia-re.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2025/08/redmi-note-14-pro-chinh-hang-vang.jpg.webp,Redmi,2026-04-27 11:50:53,"Màn hình: Bản 4: AMOLED, 1 tỷ màu, 120Hz, 500 nit (typ), 1200 nit (HBM), 1800 nits (peak) 6.67 inches, Full HD+ (1080 x 2400 pixels) Bản 5: AMOLED, 68 tỷ màu, 120Hz, 1920Hz PWM, HDR10+, Dolby Vision, 3000 nits (peak) 6.67 inches, 1.5K (1220 x 2712 pixels) | Hệ điều hành: Android 14, HyperOS | Camera sau: 200 MP, f/1.7, 23mm (góc rộng), 1/1.4"", 0.56µm, multi-directional PDAF, OIS 8 MP, f/2.2, 15mm, 120˚ (góc siêu rộng) 2 MP, f/2.4, (macro) Quay phim: 4K@24/30fps, 1080p@30/60/120fps, gyro-EIS, OIS (5G) 1080p@30/60fps, gyro-EIS (4G) | Camera trước: 5G: 20 MP, f/2.2, 25mm (góc rộng), 1/4.0"", 0.7µm Quay phim: 1080p@30/60fps 4G: 32 MP, f/2.2 (góc rộng) Quay phim: 1080p@30fps | Bộ nhớ trong: 128-512GB, UFS2.2 | Thẻ SIM: 2 SIM Nano | Dung lượng pin: 5500 mAh (4G), 5110 mAh (5G) Sạc nhanh 45W Củ sạc 45W đi kèm | Thiết kế: Khung nhựa cong Màn hình cong kính Gorilla Victus 2 Mặt lưng nhựa cong Kháng nước, bụi IP64"
Điện thoại Xiaomi REDMI Note 14 5G (Chính hãng - 3 camera 108MP),5.550.000 ₫,5550000,,0,https://mobilecity.vn/dien-thoai/xiaomi-redmi-note-14-5g-quoc-te.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2026/04/xiaomi-redmi-note-14-5g-quoc-te-99-1.jpg,Redmi,2026-04-27 11:50:53,"Màn hình: AMOLED, 120Hz, HDR10+, 2100 nits (peak) 6.67 inches, Full HD+ (1080 x 2400 pixels) Tỷ lệ 20:9, mật độ điểm ảnh ~395 ppi Always-on Display | Hệ điều hành: Android 14, HyperOS | Camera sau: 108MP, f/1.7, 24mm (góc rộng), PDAF, OIS 8 MP, f/2.2, 21mm (góc siêu rộng) 2 MP, f/2.4, (macro) Quay phim: 1080p@30fps | Camera trước: 20 MP, f/2.2 (góc rộng), 1/4.0"", 0.7µm Quay phim: 1080p@30fps | Bộ nhớ trong: 128-256GB, UFS2.2 | Thẻ SIM: 2 SIM Nano | Dung lượng pin: 5110 mAh Sạc nhanh 45W | Thiết kế: Khung nhựa phẳng Mặt lưng nhựa cong Màn hình phẳng kính Corning Gorilla 5 Kháng nước, bụi IP64 Cảm biến vân tay dưới màn hình"
Điện thoại Xiaomi Redmi Turbo 4 (Dimensity 8400 Ultra),6.550.000 ₫,6550000,6.950.000₫,6950000,https://mobilecity.vn/dien-thoai/xiaomi-redmi-turbo-4-cuc-manh.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2025/01/redmi-turbo-4-trang.jpg.webp,Redmi,2026-04-27 11:50:53,"Màn hình: AMOLED, 68 tỷ màu, 120Hz, Dolby Vision, HDR10+, 1400 nits (HBM), 3200nits (peak) 6.67 inches, 1.5K (1220 x 2712 pixels) Mật độ điểm ảnh ~446 ppi | Hệ điều hành: Android 15, HyperOS 2.0 | Camera sau: 50 MP, f/1.5 (góc rộng), PDAF, OIS 8 MP (góc siêu rộng) Quay phim: 4K@24/30/60fps, 1080p@30/60/120/240/960fpsfps | Camera trước: 20 MP, f/2.2 (góc rộng), HDR Quay phim: 1080p@30fps | Bộ nhớ trong: 256-512GB, UFS 4.0 | Thẻ SIM: 2 SIM, Nano SIM | Dung lượng pin: Si/C 6550 mAh Sạc nhanh 90W, PD3.0, QC3+ | Thiết kế: Khung nhựa phẳng Mặt lưng phẳng Màn hình phẳng đục lỗ Cảm biến vân tay quang học dưới màn hình Kháng nước, bụi IP68"
Điện thoại Xiaomi Redmi Note 13 Pro 4G Chính hãng (Helio G99 Ultra),6.950.000 ₫,6950000,7.290.000₫,7290000,https://mobilecity.vn/dien-thoai/xiaomi-redmi-note-13-pro-4g-helio-g99-ultra.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2024/03/xiaomi-redmi-note-13-pro-4g-chinh-hang-xanh.jpg.webp,Redmi,2026-04-27 11:50:53,"Màn hình: AMOLED, 1 tỷ màu, 120Hz, 500 nits (typ), 1000 nits (HBM), 1300 nits (tối đa) 6.67 inches, Full HD+ (1080 x 2400 pixels) Tỷ lệ 20:9, mật độ điểm ảnh ~395 ppi Corning Gorilla Glass 5 | Hệ điều hành: Android 13, MIUI 14 | Camera sau: 200 MP, f/1.7, 23mm (góc rộng), PDAF đa hướng, OIS 8 MP, f/2.2, 120˚ (góc siêu rộng) 2 MP, f/2.4 (macro) Quay phim: 1080p@30/60fps | Camera trước: 16 MP, f/2.4 (góc rộng) Quay phim: 1080p@30/60fps | Bộ nhớ trong: 128-512GB, UFS 2.2 | Thẻ SIM: 2 SIM, Nano SIM | Dung lượng pin: Li-Po 5000 mAh Sạc nhanh 67W Sạc 100% trong 46 ph (QC) | Thiết kế: Khung nhựa vuông vức Mặt lưng nhựa Cảm biến vân tay trong màn hình Kháng nước, bụi IP54"
Điện thoại Xiaomi REDMI Turbo 4 Pro 5G (Snapdragon 8s Gen 4 - Pin 7550mAh),7.750.000 ₫,7750000,7.990.000₫,7990000,https://mobilecity.vn/dien-thoai/xiaomi-redmi-turbo-4-pro-5g.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2025/07/redmi-turbo-4-pro-vang.jpg.webp,Redmi,2026-04-27 11:50:53,"Màn hình: AMOLED, 68 tỷ màu, 120Hz, Dolby Vision, HDR10+, HDR Vivid, 800 nits (typ), 1800 nits (HBM), 3200 nits (peak) 6.83 inches, 1.5K (1280 x 2772 pixels) Tỷ lệ 19.5:9, mật độ điểm ảnh ~447 ppi | Hệ điều hành: Android 15, HyperOS 2 | Camera sau: 50 MP, f/1.5, 26mm (góc rộng), 1/1.95"", 0.8µm, PDAF, OIS 8 MP, f/2.2, 15mm (góc siêu rộng), 1/4.0"", 1.12µm Quay phim: 4K@30/60fps, 1080p@30/60/120/240/960fps, gyro-EIS | Camera trước: 20 MP, f/2.2 (góc rộng), 1/4"" Quay phim: 1080p@30/60fps | Bộ nhớ trong: 256GB-1TB, UFS 4.1 | Thẻ SIM: 2 SIM Nano | Dung lượng pin: Si/C Li-Ion 7550 mAh Sạc nhanh 90W, PD3.0, QC3+ Sạc ngược 22.5W (dây) | Thiết kế: Khung nhôm phẳng Mặt lưng kính phẳng Kháng nước, bụi IP68 Cảm biến vân tay quang học dưới màn hình"
Điện thoại REDMI Turbo 5 Max (Dimensity 9500s - Pin 9000mAh),8.750.000 ₫,8750000,,0,https://mobilecity.vn/dien-thoai/redmi-turbo-5-max-dimensity-9500s.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2026/01/redmi-turbo-5-max-dimensity-9500s-10.jpg,Redmi,2026-04-27 11:50:53,"Màn hình: AMOLED, 68 tỷ màu, 120Hz, Dolby Vision, HDR10+, 1400 nits (HBM), 3500nits (peak) 6.83 inches, 1.5K (1280 x 2772 pixels) | Hệ điều hành: Android 16, HyperOS 3.0 | Camera sau: 50 MP, f/1.5 (góc rộng), PDAF, OIS 8 MP (góc siêu rộng) Quay phim: 4K@24/30/60fps, 1080p@30/60/120/240/960fpsfps | Camera trước: 20 MP, f/2.2 (góc rộng), HDR Quay phim: 1080p@30fps | Bộ nhớ trong: 256-512GB | Thẻ SIM: 2 SIM, Nano SIM | Dung lượng pin: Si/C 9000 mAh Sạc nhanh 100W, PD3.0, QC3+ | Thiết kế: Mặc lưng phẳng, sợi thủy tinh Khung viền kim loại phẳng"
Điện thoại Xiaomi REDMI K90 (Snapdragon 8 Elite - Pin 7100mAh),9.950.000 ₫,9950000,,0,https://mobilecity.vn/dien-thoai/xiaomi-redmi-k90-5g.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2025/10/redmi-k90-xanh.jpg,Redmi,2026-04-27 11:50:53,"Màn hình: AMOLED, 68 tỷ màu, 2560Hz PWM, 120Hz, Dolby Vision, HDR Vivid, HDR10+, 3500 nits (peak) 6.59 inches, 1.5K (1156 x 2510 pixels) Tỷ lệ 19.5:9, mật độ điểm ảnh ~419 ppi | Hệ điều hành: Android 16, HyperOS 3.0 | Camera sau: 50 MP, f/1.88, 24mm (góc rộng),1/1.55"", 1.0µm, PDAF, OIS 50 MP, f/2.2, 60mm (tele), PDAF, zoom quang 2.5x 8 MP, f/2.2, 15mm, 120˚ (góc siêu rộng) Quay phim: 8K@30fps, 4K@30/60fps, 1080p@30/60/120/240/960fps, gyro-EIS, HDR10+ | Camera trước: 20 MP (góc rộng) Quay phim: 1080p@30/60fps | Bộ nhớ trong: 256GB-1TB, UFS | Thẻ SIM: 2 Nano SIM | Dung lượng pin: Si/C Li-Ion 7100mAh Sạc siêu nhanh 100W, PD3.0, QC3+, 100W PPS Sạc ngược 22.5W (dây) | Thiết kế: Khung viền nhôm phẳng Mặt lưng phẳng Kháng nước, bụi IP68 Cảm biên vân tay siêu âm dưới màn hình"
Điện thoại Xiaomi REDMI K90 Pro Max (Snapdragon 8 Elite Gen 5),14.950.000 ₫,14950000,16.990.000₫,16990000,https://mobilecity.vn/dien-thoai/xiaomi-redmi-k90-pro-max.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2025/10/redmi-k90-pro-max-xanh-duong.jpg,Redmi,2026-04-27 11:50:53,"Màn hình: LTPO AMOLED, 68 tỷ màu, 2560Hz PWM, 120Hz, Dolby Vision, HDR Vivid, HDR10+, 3500 nits (peak) 6.9 inches, 1.5K (1200 x 2608 pixels) Tỷ lệ 19.5:9, mật độ điểm ảnh ~416 ppi Kính Xiaomi Dragon Crystal | Hệ điều hành: Android 16, HyperOS 3.0 | Camera sau: 50 MP, f/1.7, 23mm (góc rộng), 1/1.31"", 1.2µm, dual pixel PDAF, OIS 50 MP, f/3.0, 115mm (tele tiềm vọng), 1/2.76"", 0.64µm, PDAF (30cm - ∞), OIS, zoom quang 5x, 50 MP, f/2.4, 18mm, 102˚ (góc siêu rộng), 1/2.88"", 0.61µm Quay phim: 8K@30fps, 4K@30/60fps, 1080p@30/60/120/240/960fps, 720p@1920fps, gyro-EIS, HDR10+ | Camera trước: 32 MP, f/2.2, 21mm (góc rộng) Quay phim: 4K@30fps, 1080p@30/60fps | Bộ nhớ trong: 256GB-1TB, UFS 4.1 | Thẻ SIM: 2 Nano SIM | Dung lượng pin: Si/C Li-Ion 7560mAh Sạc siêu nhanh 100W Sạc không dây 50W Sạc ngược không dây 22.5W | Thiết kế: Khung viền nhôm phẳng Mặt lưng kính/da Cảm biến vân tay siêu âm dưới màn hình Kháng nước, bụi IP68"
Điện thoại Xiaomi Redmi A3x (Mặt lưng kính - Màn IPS LCD 90Hz),2.050.000 ₫,2050000,,0,https://mobilecity.vn/dien-thoai/xiaomi-redmi-a3x-man-hinh-90hz.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2024/05/xiaomi-redmi-a3x-den.jpg.webp,Redmi,2026-04-27 11:50:53,"Màn hình: IPS LCD, 90Hz 6.71 inches, HD+ (720 x 1650 pixels) Mật độ điểm ảnh ~268 ppi Corning Gorilla Glass 3 | Hệ điều hành: Android 14, MIUI | Camera sau: 8 MP, f/2.0 (góc rộng) 0.08 MP (ống kính phụ) Quay phim: 1080p@30fps | Camera trước: 5 MP, f/2.2 (góc rộng) Quay phim: 1080p@30fps | Bộ nhớ trong: 64GB, eMMC 5.1 | Thẻ SIM: 2 SIM, Nano SIM | Dung lượng pin: 5000 mAh Sạc 10W | Thiết kế: Khung nhựa vuông vức Mặt lưng kính phẳng Kính màn hình Gorilla Glass 3 Cảm biến vân tay cạnh bên"
Điện thoại Xiaomi Redmi 13R 5G (Màn hình 90Hz),2.250.000 ₫,2250000,3.450.000₫,3450000,https://mobilecity.vn/dien-thoai/xiaomi-redmi-13r-5g-man-hinh-90hz.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2023/12/xiaomi-redmi-13r-5g-tim.jpg.webp,Redmi,2026-04-27 11:50:53,"Màn hình: IPS LCD, 90Hz, 450 nits (typ), 600 nits (HBM) 6.74 inches, HD+ (720 x 1600 pixels) Tỷ lệ 20:9; Mật độ điểm ảnh ~260 ppi Corning Gorilla Glass | Hệ điều hành: Android 13, MIUI 14 | Camera sau: 50 MP, f/1.8, 28mm (wide), PDAF 0.08 MP (camera phụ) Quay phim: 1080p@30fps | Camera trước: 5 MP, HDR Quay phim: 1080p@30fps | Bộ nhớ trong: 128GB, UFS 2.2 | Thẻ SIM: 2 SIM, Nano SIM | Dung lượng pin: Li-Po 5000 mAh Sạc nhanh 18W | Thiết kế: Khung nhựa vuông vức Mặt lưng nhựa phẳng Mặt trước kính Corning Gorilla phẳng"
Điện thoại Xiaomi Redmi A3 Pro Global (Helio G81 Ultra),2.350.000 ₫,2350000,,0,https://mobilecity.vn/dien-thoai/xiaomi-redmi-a3-pro-global.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2024/09/xiaomi-redmi-a3-pro-minh-hoa.jpg.webp,Redmi,2026-04-27 11:50:53,"Màn hình: IPS LCD, 120Hz, 450 nits (thông thường), 600 nits (HBM) 6.88 inches, HD+ (720 x 1640 pixels) Mật độ điểm ảnh ~260ppi | Hệ điều hành: Android 14, HyperOS | Camera sau: 13 MP (góc rộng) Quay phim: 1080p@30fps | Camera trước: 5 MP (góc rộng) Quay phim: 1080p@30fps | Bộ nhớ trong: 128-256GB, eMMC 5.1 | Thẻ SIM:  | Dung lượng pin: Pin 5160mAh Sạc nhanh 18W | Thiết kế: "
Điện thoại Xiaomi Redmi 10A (Chính hãng DGW),2.450.000 ₫,2450000,2.950.000₫,2950000,https://mobilecity.vn/dien-thoai/xiaomi-redmi-10a.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2022/03/redmi-10a-xanh.png.webp,Redmi,2026-04-27 11:50:53,"Màn hình: IPS LCD, 400 nit (typ), tỷ lệ 20:9 6.53 inches, HD+ (720 x 1600 pixels) Hỗ trợ chế độ hiển thị ngoài trời | Hệ điều hành: Android 11, MIUI 12.5 | Camera sau: 13 MP, f/2.2, 28mm 1.0µm, (góc rộng), AI 5.0, PDAF Quay phim: 1080p@30fps | Camera trước: 5MP, f/2.2, 1.12µm (góc rộng) Quay phim: 1080p@30fps | Bộ nhớ trong: 64-128GB eMMC 5.1 | Thẻ SIM: 2 SIM, Nano SIM | Dung lượng pin: Li-Po 5000 mAh Sạc 10W | Thiết kế: Thanh + Cảm ứng"
