ten_san_pham,gia_ban,gia_ban_so,gia_goc,gia_goc_so,link,hinh_anh,danh_muc,thoi_gian_cao,thong_so
Điện thoại OPPO A6x Chính hãng,3.850.000 ₫,3850000,,0,https://mobilecity.vn/dien-thoai/oppo-a6x-chinh-hang.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2026/03/oppo-a6x-chinh-hang-13.jpg,OPPO,2026-04-27 11:52:23,"Màn hình: IPS LCD, 90Hz, 1000 nits (HBM) 6.75 inches, HD+ (720 x 1570 pixels) Tỷ lệ 20:9 | Hệ điều hành: Android 15, ColorOS 15 | Camera sau: 50 MP, f/1.8 (góc rộng), AF Cảm biến phụ IR Quay phim: 1080p@30fps | Camera trước: 5 MP, f/2.2 (góc rộng) Quay phim: 1080p@30fps | Bộ nhớ trong: 64-128GB, UFS 2.1 | Thẻ SIM: 2 SIM Nano | Dung lượng pin: Li-Po 6100 mAh Sạc nhanh 15W Tặng kèm bộ sạc 45W | Thiết kế: Khung nhựa phẳng Mặt lưng nhựa phẳng Kháng nước, bụi IP65 Cảm biến vân tay cạnh bên Độ bền theo tiêu chuẩn quân đội MIL-STD-810H"
Điện thoại OPPO K12s 5G (Pin 7000mAh - Snapdragon 6 Gen 4),3.950.000 ₫,3950000,4.290.000₫,4290000,https://mobilecity.vn/dien-thoai/oppo-k12s-5g-pin-7000mah.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2025/04/oppo-k12s-trang.jpg.webp,OPPO,2026-04-27 11:52:23,"Màn hình: AMOLED, 120Hz, 600 nits (typ), 1200 nits (peak) 6.67 inches, Full HD+ (1080 x 2400 pixels) Tỷ lệ 20:9, mật độ điểm ảnh ~394 ppi | Hệ điều hành: Android 15, ColorOS 15 (Hỗ trợ cập nhật 2 bản Android chính) | Camera sau: 50 MP, f/1.8, 27mm (góc rộng), PDAF 2 MP, f/2.4, 22mm (depth) Quay phim: 4K@30fps, 1080p@30/60/120fps, gyro-EIS | Camera trước: 16 MP, f/2.4, 23mm (góc rộng), 1/3.0"", 1.0µm Quay phim: 1080p@30fps, gyro-EIS | Bộ nhớ trong: 128-512GB, UFS 3.1 | Thẻ SIM: 2 SIM Nano | Dung lượng pin: Si/C Li-Ion 7000 mAh Sạc nhanh 80W (Sạc nhanh Fusion chính hãng 80W, Sạc nhanh Fusion của ba bên 44W, PPS 33W, PD 13,5W, QC 13,5W) Sạc 100% pin trong 56 phút | Thiết kế: Khung nhựa phẳng Mặt lưng nhựa cong nhẹ Kháng nước, bụi IP65 Cảm biến vân tay quang học dưới màn hình"
"Điện thoại Realme C11 (2021) Chính hãng (Unisoc SC9863A, pin 5000mAh)",2.450.000 ₫,2450000,2.990.000₫,2990000,https://mobilecity.vn/realme/realme-c11.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2021/12/realme-c11-2021-chinh-hang-1-1-1.jpg.webp,Realme,2026-04-27 11:53:50,"Màn hình: IPS LCD, 400 nits (typ), tỷ lệ 20:9 6.52 inches, HD+ (720 x 1600 pixels) | Hệ điều hành: Android 11, Realme Go UI | Camera sau: 8 MP f2.0, AF (góc rộng) Quay phim: 1080p@30fps | Camera trước: 5MP f2.2 HDR (góc rộng) Quay phim: 1080p@30fps | Bộ nhớ trong: 32-64GB, eMMC 5.1 | Thẻ SIM: 2 SIM, Nano SIM | Dung lượng pin: Li-Po 5000mAh Sạc 10W Hỗ trợ sạc ngược | Thiết kế: Nguyên khối - Khung & Mặt lưng nhựa"
Điện thoại Realme C85 Pro Chính hãng,5.030.000 ₫,5030000,6.550.000₫,6550000,https://mobilecity.vn/dien-thoai/realme-c85-pro-chinh-hang.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2025/12/realme-c85-pro-xanh.jpg,Realme,2026-04-27 11:53:50,"Màn hình: AMOLED, 120Hz, 1000 nits (HBM), 4000 nits (peak) 6.8 inches, Full HD+ (1080 x 2344 pixels) Tỷ lệ 19.5:9 Always-on Display | Hệ điều hành: Android 15, Realme UI 6.0 | Camera sau: 50 MP, f/1.8, 28mm (góc rộng), PDAF Quay phim: 1080p@30fps | Camera trước: 8 MP, f/2.0, 26mm (góc rộng) Quay phim: 1080p@30fps | Bộ nhớ trong: 128-512GB | Thẻ SIM: 2 Nano SIM | Dung lượng pin: 7000 mAh Sạc nhanh 45W | Thiết kế: Khung nhựa vuông vức Mặt lưng nhựa phẳng Màn hình phẳng kính cường lực AGC DT-Star2 Chuẩn IP68/IP69K Tuân thủ MIL-STD-810H (độ bền quân đội) Cảm biến vân tay cạnh bên Mở khoá khuôn mặt"
Điện thoại Realme C85 5G (Pin 7.000 mAh - IP69K),5.800.000 ₫,5800000,7.690.000₫,7690000,https://mobilecity.vn/dien-thoai/realme-c85-5g.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2025/12/realme-c85-5g-tim-1.jpg,Realme,2026-04-27 11:53:50,"Màn hình: IPS LCD, 144Hz, 550 nits 6.8 inches, HD+ (720 x 1570 pixels) Tỷ lệ 19.5:9 | Hệ điều hành: Android 15, Realme UI 6.0 | Camera sau: 50 MP, f/1.8, 28mm (góc rộng), PDAF Quay phim: 1080p@30fps | Camera trước: 8 MP, f/2.0, 26mm (góc rộng) Quay phim: 1080p@30fps | Bộ nhớ trong: 128-512GB | Thẻ SIM: 2 Nano SIM | Dung lượng pin: 7000 mAh | Thiết kế: Khung nhựa vuông vức Mặt lưng nhựa phẳng Màn hình phẳng kính cường lực AGC DT-Star2 Chuẩn IP68/IP69K Tuân thủ MIL-STD-810H (độ bền quân đội) Cảm biến vân tay cạnh bên Mở khoá khuôn mặt"
Điện thoại Realme Neo7 Turbo (Dimensity 9400e),7.450.000 ₫,7450000,8.450.000₫,8450000,https://mobilecity.vn/dien-thoai/realme-neo7-turbo.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2025/05/realme-neo7-turbo-xam-trong-suot.jpg.webp,Realme,2026-04-27 11:53:50,"Màn hình: AMOLED, 1 tỷ màu, 144Hz, HDR, 1800 nits (HBM), 6500 nits (peak) 6.8 inches, 1.5K (1280 x 2800 pixels) Tỷ lệ 19.5: 9, mật độ điểm ảnh ~453 ppi | Hệ điều hành: Android 15, Realme UI 6.0 | Camera sau: 50 MP, f/1.8, 26mm (góc rộng), 1/1.95"", 0.8µm, PDAF, OIS 8 MP, f/2.2, 16mm, 112˚ (góc siêu rộng) 1/4.0"", 1.12µm Quay phim: 4K@30/60fps, 1080p@30/60/120fps, gyro-EIS, OIS | Camera trước: 16 MP, f/2.4, 23mm (góc rộng), Panorama Quay phim: 1080p@30/60fps, gyro-EIS | Bộ nhớ trong: 256-512GB, UFS 4.0 | Thẻ SIM: 2 SIM Nano | Dung lượng pin: Si/C Li-Ion 7200 mAh Sạc nhanh 100W, PD, PPS, UFCS Sạc 100% trong 47 phút | Thiết kế: Khung nhựa phẳng Màn hình phẳng + Mặt lưng cong nhẹ Kháng nước, bụi IP68/IP69 Cảm biến vân tay quang học dưới màn hình"
Điện thoại Realme Neo8 5G (Snapdragon 8 Gen 5 - Pin 8000mAh),10.950.000 ₫,10950000,,0,https://mobilecity.vn/dien-thoai/realme-neo8-5g.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2026/01/realme-neo8-0-2.jpg,Realme,2026-04-27 11:53:50,"Màn hình: AMOLED, 1 tỷ màu, 165Hz 6.78 inches, 1.5K (1272 x 277 pixels) Tỷ lệ 20:9 | Hệ điều hành: Android 16, Realme UI 7.0 | Camera sau: 50 MP (góc rộng), PDAF, OIS 50 MP (tele tiềm vọng) 8 MP (góc siêu rộng) Quay phim: 4K, 1080p | Camera trước: 16 MP (góc rộng) Quay phim: 1080p@30fps/60fps | Bộ nhớ trong: 256GB-1TB, UFS 4.1 | Thẻ SIM: 2 SIM Nano | Dung lượng pin: Si/C Li-Ion 8000 mAh Sạc nhanh 80W | Thiết kế: Khung kim loại phẳng Kháng nước, bụi IP68/IP69 Cảm biến vân tay siêu âm dưới màn hình"
Điện thoại Realme GT8 5G (Snapdragon 8 Elite - Pin 7000mAh),11.450.000 ₫,11450000,12.450.000₫,12450000,https://mobilecity.vn/dien-thoai/realme-gt8-5g-sieu-manh.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2025/10/realme-gt8-xanh-la.jpg,Realme,2026-04-27 11:53:50,"Màn hình: AMOLED, 144Hz, HDR, 1000 nits (typ), 2000 nits (HBM), 7000 nits (peak) 6.79 inches, 2K (1440 x 3136 pixels) Tỷ lệ 19.5:9, mật độ điểm ảnh ~508 ppi | Hệ điều hành: Android 16, Realme UI 7.0 Hỗ trợ cập nhật 4 bản Android chính | Camera sau: 50 MP, f/1.8, 22mm (góc rộng), 1/1.56"", 1.0µm, PDAF đa hướng, OIS 50 MP, f/2.8, 80mm (tiềm vọng tele), PDAF, OIS, zoom quang 3.5x 8 MP, f/2.2, 16mm, 112˚ (góc siêu rộng) Quay phim: 8K@30fps, 4K@30/60/120fps, 1080p@30/60/120/240fps, gyro-EIS, HDR | Camera trước: 16 MP, f/2.4, 23mm (góc rộng) Quay phim: 1080p@30/60fps | Bộ nhớ trong: 256GB-1TB, UFS 4.0 | Thẻ SIM: 2 SIM Nano | Dung lượng pin: Si/C Li-Ion 7000 mAh Sạc siêu nhanh 100W, 14.4W PD, 45 min to 100% | Thiết kế: Khung nhôm phẳng Mặt lưng sợi thủy tinh/da sinh thái phẳng Kháng nước, bụi IP68/IP69 Cảm biến vân tay siêu âm dưới màn hình"
Điện thoại Realme GT8 Pro (Snapdragon 8 Elite Gen 5 - Pin 7000mAh),15.250.000 ₫,15250000,16.450.000₫,16450000,https://mobilecity.vn/dien-thoai/realme-gt8-pro-man-hinh-2k.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2025/10/realme-gt8-pro-xanh-duong.jpg,Realme,2026-04-27 11:53:50,"Màn hình: LTPO AMOLED, 1 tỷ màu, 144Hz, HDR, Dolby Vision, 1000 nits (typ), 2000 nits (HBM), 7000 nits (peak) 6.79 inches, 2K (1440 x 3136 pixels) Tỷ lệ 19.5:9, mật độ điểm ảnh ~508 ppi | Hệ điều hành: Android 16, Realme UI 7.0 Hỗ trợ cập nhật 4 bản Android chính | Camera sau: 50 MP, f/1.8, 22mm (góc rộng), PDAF, OIS 200 MP, f/2.6, 65mm (tiềm vọng tele), 1/1.56"", PDAF, OIS, zoom quang 3x 50 MP, f/2.0, 16mm, 116˚ (góc siêu rộng) Quay phim: 8K@30fps, 4K@30/60/120fps, 1080p@30/60/120/240fps, gyro-EIS, HDR, Dolby Vision, 10-bit LOG | Camera trước: 32 MP, f/2.4, 24mm (góc rộng) Quay phim: 4K@30/60fps, 1080p@30/60fps; gyro-EIS, HDR, Dolby Vision | Bộ nhớ trong: 256GB-1TB, UFS4.1 | Thẻ SIM: 2 SIM Nano | Dung lượng pin: Si/C Li-Ion 7000mAh Sạc siêu nhanh 120W, 120W UFCS, 14.4W PD, 55W PPS, 14.4W QC, 15 min to 50%, 43 min to 100% Sạc không dây 50W | Thiết kế: Khung nhôm phẳng Mặt lưng sợi thủy tinh/da sinh thái phẳng Kháng nước, bụi IP68/IP69 Cảm biến vân tay siêu âm dưới màn hình"
Điện thoại Realme C21Y Chính hãng,Liên hệ,0,,0,https://mobilecity.vn/realme/realme-c21y.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2021/12/realme-c21y-xanh-1-org.jpg.webp,Realme,2026-04-27 11:53:50,"Màn hình: IPS LCD 6.5 inchs, HD+ (720 x 1600 pixel), tỷ lệ 20:9 Kính cường lực | Hệ điều hành: Android 10/Android 11 | Camera sau: 13 MP, f/2.2, 26mm (góc rộng) 2 MP, f/2.4, (cận cảnh) 2 MP, f/2.4, (đo độ sâu) Quay phim: 1080p@30fps | Camera trước: 5 MP, f/2.2 (góc rộng) Quay phim: 1080p@30fps | Bộ nhớ trong: 32-64GB | Thẻ SIM: 2 SIM, Nano SIM | Dung lượng pin: Li-Po 5000 mAh Sạc 10W | Thiết kế: Thanh + Cảm ứng"
Điện thoại Realme C25Y,Liên hệ,0,,0,https://mobilecity.vn/realme/realme-c25y.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2021/12/realme-c25y.jpg.webp,Realme,2026-04-27 11:53:50,"Màn hình: IPS LCD, 60Hz 6.5 inch, HD+ (720 x 1600 pixel) | Hệ điều hành: Android 11, giao diện người dùng Realme R | Camera sau: 50 MP, f / 1.8, 26 mm (rộng), PDAF 2 MP, f / 2.4, (cận cảnh) 2 MP, f / 2.4, (sâu) Quay phim: 1080p @ 30 khung hình / giây | Camera trước: 8MP Quay phim: 720p @ 30 khung hình / giây | Bộ nhớ trong: 64-128GB | Thẻ SIM: 2 SIM | Dung lượng pin: Li-Po 5000mAh Sạc nhanh 18W | Thiết kế: Thanh + cảm ứng"
Điện thoại Realme V50 (V50S) 5G (Dimensity 6100 Plus),2.650.000 ₫,2650000,,0,https://mobilecity.vn/dien-thoai/realme-v50-dimensity-6100-plus.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2023/12/realme-v50-xanh-tim.jpg.webp,Realme,2026-04-27 11:53:50,"Màn hình: IPS LCD, 120Hz 6.72 inches, Full HD+ (1080 x 2400 pixels) Tỷ lệ 20:9, mật độ điểm ảnh ~392 ppi | Hệ điều hành: Android 13, Realme UI 4.0 | Camera sau: 13 MP (góc rộng), PDAF 2 MP, f/2.4 (độ sâu) Quay phim: 1080p@30fps | Camera trước: 8 MP (góc rộng) Quay phim: 1080p@30fps | Bộ nhớ trong: 128-256GB | Thẻ SIM: 2 SIM, Nano SIM | Dung lượng pin: Li-Po 5000 mAh | Thiết kế: Khung nhựa vuông vức Mặt lưng nhựa giả kính"
Điện thoại Realme Note 60x Chính hãng (Màn hình 90Hz),2.650.000 ₫,2650000,,0,https://mobilecity.vn/dien-thoai/realme-note-60x-chinh-hang.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2025/01/realme-note-60x-chinh-hang-xanh.jpg.webp,Realme,2026-04-27 11:53:50,"Màn hình: IPS LCD, 90Hz, 560 nits (peak) 6.74 inches, HD+ (720 x 1600 pixels) Tỷ lệ 20:9, mật độ điểm ảnh ~260 ppi | Hệ điều hành: Android 14, Realme UI | Camera sau: 8 MP (góc rộng) Quay phim: 1080p@30fps | Camera trước: 5 MP (góc rộng) Quay phim: 720p@30fps | Bộ nhớ trong: 64GB, eMMC 5.1 | Thẻ SIM: 2 SIM Nano | Dung lượng pin: 5000 mAh Sạc 10W | Thiết kế: Vuông vức; Khung nhôm đúc Mặt lưng nhựa phẳng Mặt trước kính Reinforced Kháng nước, bụi IP54 Mở khoá vân tay cạnh viền Mở khoá khuôn mặt"
Điện thoại Realme V60 5G (V60s) (Dimensity 6300),2.750.000 ₫,2750000,3.950.000₫,3950000,https://mobilecity.vn/dien-thoai/realme-v60-5g.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2024/06/realme-v60-vang.jpg.webp,Realme,2026-04-27 11:53:50,"Màn hình: IPS LCD, 120Hz, 500 nits (typ), 625 nits (HBM) 6.67 inches, HD+ (720 x 1604 pixels) Tỷ lệ 20:9, mật độ điểm ảnh ~264 ppi | Hệ điều hành: Android 14, Realme UI 5.0 | Camera sau: 32 MP (góc rộng) Cảm biến phụ Quay phim: 1080p@30fps | Camera trước: 8 MP (góc rộng) Quay phim: 1080p@30fps | Bộ nhớ trong: 128-256GB | Thẻ SIM: 2 SIM, Nano SIM | Dung lượng pin: 5000 mAh Sạc nhanh 15W | Thiết kế: Khung nhựa vuông vức Mặt lưng nhựa phẳng Kháng nước, bụi IP64 Cảm biến vân tay cạnh bên"
Điện thoại Realme C51s (Camera 50MP),2.750.000 ₫,2750000,2.999.000₫,2999000,https://mobilecity.vn/dien-thoai/realme-c51s-camera-50mp.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2024/06/realme-c51s-xanh.jpg.webp,Realme,2026-04-27 11:53:50,"Màn hình: IPS LCD, 90Hz, 560 nits (tối đa) 6.74 inches, HD+ (720 x 1600 pixels) Tỷ lệ 20:9, mật độ điểm ảnh ~260 ppi | Hệ điều hành: Android 13, Realme UI | Camera sau: 50 MP, f/1.8, 27mm (góc rộng), PDAF 0.08 MP, f/3.0 (camera phụ trợ) Quay phim: 1080p@30fps | Camera trước: 5 MP, f/2.2, 28mm (góc rộng), HDR Quay phim: 720p@30fps | Bộ nhớ trong: 128GB, еMMC 5.1 | Thẻ SIM: 2 SIM, Nano SIM | Dung lượng pin: 5000 mAh Sạc nhanh 33W Sạc 0-50% trong 28 phút | Thiết kế: Khung nhựa vuông vức Mặt lưng nhựa phẳng Màn hình phẳng giọt nước Kháng nước, bụi IP54"
Điện thoại Realme V70 5G (Sạc 45W - Dimensity 6300),2.950.000 ₫,2950000,,0,https://mobilecity.vn/dien-thoai/realme-v70-5g-sac-45w.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2024/11/realme-v60-vang.jpg.webp,Realme,2026-04-27 11:53:50,"Màn hình: IPS LCD, 120Hz 6.67 inches, HD+ (720 x 1604 pixels) Tỷ lệ 20:9, mật độ điểm ảnh ~264 ppi | Hệ điều hành: Android 15, Realme UI 6.0 | Camera sau: 32 MP (góc rộng) Quay phim: 1080p@30fps | Camera trước: 8 MP (góc rộng) Quay phim: 1080p@30fps | Bộ nhớ trong: 128-256GB | Thẻ SIM:  | Dung lượng pin: 5000 mAh Sạc nhanh 45W | Thiết kế: "
Điện thoại Realme C51 (Pin 5000mAh - Mini Capsule),3.015.000 ₫,3015000,,0,https://mobilecity.vn/dien-thoai/realme-c51-pin-5000mah-dynamic-island.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2023/07/realme-c51-xanh.jpg.webp,Realme,2026-04-27 11:53:50,"Màn hình: IPS LCD, 90Hz, 560 nits (tối đa) 6.7 inches, HD+ (720p) | Hệ điều hành: Android 13, Realme UI T Edition | Camera sau: 50 MP, f/1.8 5 MP Quay phim: Có | Camera trước: Có | Bộ nhớ trong: 64GB | Thẻ SIM: 2 SIM, Nano SIM | Dung lượng pin: Li-Po 5000 mAh Sạc nhanh 33W | Thiết kế: Vuông vức Khung và mặt lưng nhựa"
Điện thoại Realme Note 70 Chính hãng (Pin 6300mAh),3.050.000 ₫,3050000,3.090.000₫,3090000,https://mobilecity.vn/dien-thoai/realme-note-70-chinh-hang.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2025/07/realme-note-70-vang.jpg.webp,Realme,2026-04-27 11:53:50,"Màn hình: TFT LCD, 90Hz, 563 nits (tối đa) 6.74 inches, HD+ (720 x 1600 Pixels) Tỷ lệ 20:9, mật độ điểm ảnh ~260 ppi | Hệ điều hành: Android 15, Realme UI | Camera sau: 13 MP (góc rộng), PDAF Quay phim: 720p@30fps | Camera trước: 5 MP (góc rộng) Quay phim: 720p@30fps | Bộ nhớ trong: 64-128GB | Thẻ SIM: 2 SIM Nano | Dung lượng pin: Li-Ion 6300 mAh Sạc nhanh 15W Sạc kèm theo máy 15 W | Thiết kế: Khung nhựa phẳng Mặt lưng nhựa phẳng Kháng nước, bụi IP54 Siêu bền tiêu chuẩn Quân đội MIL-STD-810H Cảm biến vân tay cạnh bên"
Điện thoại Realme C65 5G (Dimensity 6300),3.150.000 ₫,3150000,,0,https://mobilecity.vn/dien-thoai/realme-c65-5g-dimensity-6300.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2024/04/realme-c65-5g-xanh.jpg.webp,Realme,2026-04-27 11:53:50,"Màn hình: IPS LCD, 120Hz, 500 nits (typ), 625 nits (HBM) 6.67 inches, HD+ (720 x 1604 pixels) Tỷ lệ 20:9, mật độ điểm ảnh ~264 ppi | Hệ điều hành: Android 14, Realme UI 5.0 | Camera sau: 50 MP, f/1.8 (góc rộng), PDAF Ống kính/cảm biến phụ Quay phim: 1080p@30fps | Camera trước: 8 MP, f/2.0 (góc rộng), Panorama Quay phim: 1080p@30fps | Bộ nhớ trong: 64-128GB | Thẻ SIM: 2 SIM, Nano SIM | Dung lượng pin: 5000 mAh Sạc nhanh 15W | Thiết kế: Khung nhựa vuông vức Mặt lưng nhựa giả kính Kháng nước, bụi IP54 Cảm biến vân tay cạnh bên"
Điện thoại Realme C63 (Màn 90Hz - Sạc 45W),3.150.000 ₫,3150000,,0,https://mobilecity.vn/dien-thoai/realme-c63-man-90hz-sac-45w.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2024/06/realme-c63-xanh-duong.jpg.webp,Realme,2026-04-27 11:53:50,"Màn hình: IPS LCD, 90Hz, 560 nits (HBM) 6.75 inches, HD+ (720 x 1600 pixels) Tỷ lệ 20:9, mật độ điểm ảnh ~260 ppi | Hệ điều hành: Android 14, Realme UI 5.0 | Camera sau: 50 MP, f/1.8, (góc rộng), PDAF Ống kính phụ trợ Quay phim: 1080p@30fps | Camera trước: 8 MP, f/2.0 (góc rộng) Quay phim: 720p@30fps | Bộ nhớ trong: 128-256GB | Thẻ SIM: 2 SIM, Nano SIM | Dung lượng pin: 5000 mAh Sạc nhanh 45W | Thiết kế: Khung nhựa vuông vức Mặt lưng nhựa/da tổng hợp Kháng nước, bụi IP54"
Điện thoại Realme Narzo N65 5G (Chip Dimensity 6300 - IP54),3.250.000 ₫,3250000,3.490.000₫,3490000,https://mobilecity.vn/dien-thoai/realme-narzo-n65-5g-ip54.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2024/05/realme-narzo-n65-5g-xanh.jpg.webp,Realme,2026-04-27 11:53:50,"Màn hình: IPS LCD, 120Hz, 500 nits (typ), 625 nits (HBM) 6.67 inches, HD+ (720 x 1604 pixels) Tỷ lệ 20:9, mật độ điểm ảnh ~264 ppi | Hệ điều hành: Android 14, Realme UI 5.0 | Camera sau: 50 MP, f/1.8 (góc rộng), PDAF Ống kính/cảm biến phụ Quay phim: 1080p@30fps | Camera trước: 8 MP, f/2.0 (góc rộng), Panorama Quay phim: 1080p@30fps | Bộ nhớ trong: 128GB | Thẻ SIM: 2 SIM, Nano SIM | Dung lượng pin: 5000 mAh Sạc nhanh 15W | Thiết kế: Khung nhựa vuông vức Mặt lưng nhựa giả kính Kháng nước, bụi IP54 Cảm biến vân tay cạnh bên"
Điện thoại Realme 11 5G (Dimensity 6020),3.250.000 ₫,3250000,4.950.000₫,4950000,https://mobilecity.vn/dien-thoai/realme-11-man-fullhd.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2023/05/realme-11-cam.jpg.webp,Realme,2026-04-27 11:53:50,"Màn hình: Super AMOLED, 90Hz, 600 nits, 1000 nits (tối đa) 6.43 inches, Full HD+ (1080 x 2400 pixels), tỷ lệ 20:9 | Hệ điều hành: Android 13, Realme UI 4.0 | Camera sau: 64 MP, f/1.8, 25mm (góc rộng), PDAF 2MP, f/2.4 (độ sâu) Quay phim: 1080p@30fps | Camera trước: 8 MP, f/2.1, 24mm (góc rộng) HDR, panorama Quay phim: 1080p@30fps | Bộ nhớ trong: 128-256GB, UFS 2.2 | Thẻ SIM: 2 SIM, Nano SIM | Dung lượng pin: Li-Po 5000 mAh Sạc nhanh 33W Sạc 50% trong 29 ph (QC) | Thiết kế: Khung nhựa Mặt lưng nhựa"
Điện thoại Vivo iQOO Z10x 5G (Dimensity 7300),4.950.000 ₫,4950000,4.950.000₫,4950000,https://mobilecity.vn/dien-thoai/vivo-iqoo-z10x-5g.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2025/04/vivo-iqoo-z10x-xanh.jpg.webp,Vivo,2026-04-27 11:55:14,"Màn hình: IPS LCD, 120Hz, 1050 nits (HBM) 6.72 inches, Full HD+ (1080 x 2408 pixels) Tỷ lệ 20:9, mật độ điểm ảnh ~393 ppi | Hệ điều hành: Android 15, OriginOS 5 | Camera sau: 50 MP, f/1.8 (góc rộng), PDAF 2 MP, f/2.4 (depth) Quay phim: 4K, 1080p, gyro-EIS | Camera trước: 8 MP, f/2.05 (góc rộng) Quay phim: 1080p@30fps | Bộ nhớ trong: 128-512GB, UFS 3.1 | Thẻ SIM: 2 SIM Nano | Dung lượng pin: Li-Ion 6500mAh Sạc nhanh 44W Hỗ trợ sạc ngược | Thiết kế: Khung nhựa phẳng Mặt lưng nhựa cong nhẹ Chuẩn độ bền quân đội Mỹ (MIL-STD-810H) Nhận diện khuôn mặt Face Wake"
Điện thoại Vivo iQOO Z9 Turbo 5G (Snapdragon 8s Gen 3 - Pin 6000mAh),5.750.000 ₫,5750000,7.950.000₫,7950000,https://mobilecity.vn/dien-thoai/vivo-iqoo-z9-turbo-snapdragon-8s-gen-3.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2024/04/vivo-iqoo-z9-turbo-xanh.jpg.webp,Vivo,2026-04-27 11:55:14,"Màn hình: AMOLED, 1 tỷ màu, 144Hz, HDR, 4500 nits (tối đa) 6.78 inches, 1.5K (1260 x 2800 pixels) Tỷ lệ 20:9, mật độ điểm ảnh ~453 ppi Always-on display | Hệ điều hành: Android 14, OriginOS 4 | Camera sau: 50 MP, f/1.8 (góc rộng), PDAF, OIS 8 MP, f/2.2 (góc siêu rộng) Quay phim: 4K@30/60fps, 1080p, gyro-EIS, OIS | Camera trước: 16 MP, f/2.5 (góc rộng) Quay phim: 1080p@30fps | Bộ nhớ trong: 256-512GB, UFS 4.0 | Thẻ SIM: 2 SIM, Nano SIM | Dung lượng pin: 6000 mAh Sạc nhanh 80W Sạc ngược có dây 7.5W | Thiết kế: Khung nhựa vuông vức Mặt lưng nhựa phẳng bo cong nhẹ Kháng nước, bụi IP64"
Điện thoại Vivo iQOO Z9 5G (Snapdragon 7 Gen 3),5.850.000 ₫,5850000,5.950.000₫,5950000,https://mobilecity.vn/dien-thoai/vivo-iqoo-z9-5g-snapdragon-7-gen-3.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2024/04/vivo-iqoo-z9-china-den.jpg.webp,Vivo,2026-04-27 11:55:14,"Màn hình: AMOLED, 1 tỷ màu, 144Hz, HDR, 4500 nits (tối đa) 6.78 inches, 1.5K (1260 x 2800 pixels) Tỷ lệ 20:9, mật độ điểm ảnh ~453 ppi Always-on Display | Hệ điều hành: Android 14, OriginOS 4 | Camera sau: 50 MP, f/1.8 (góc rộng), PDAF 2 MP, f/2.4 (độ sâu) Quay phim: 4K@30fps, 1080p, gyro-EIS | Camera trước: 16 MP, f/2.5 (góc rộng) Quay phim: 1080p@30fps | Bộ nhớ trong: 128-512GB, UFS 2.2 | Thẻ SIM: 2 SIM, Nano SIM | Dung lượng pin: 6000 mAh Sạc nhanh 80W Sạc ngược 7.5W (dây) | Thiết kế: Khung nhựa vuông vức Mặt lưng nhựa cong nhẹ Kháng nước, bụi IP64 Cảm biến vân tay dưới màn hình"
